iter	Passed	Remaining
1664	53348	10733
1665	53392	10704
1666	53426	10672
1667	53460	10640
1668	53494	10609
1669	53524	10576
1670	53557	10544
1671	53586	10512
1672	53620	10480
1673	53660	10449
1674	53691	10417
1675	53732	10387
1676	53776	10357
1677	53804	10324
1678	53848	10294
1679	53880	10262
1680	53915	10231
1681	53967	10203
1682	53995	10170
1683	54032	10139
1684	54069	10108
1685	54103	10076
1686	54137	10044
1687	54169	10012
1688	54195	9979
1689	54226	9946
1690	54271	9917
1691	54302	9884
1692	54330	9852
1693	54381	9823
1694	54425	9793
1695	54456	9761
1696	54491	9729
1697	54532	9698
1698	54571	9668
1699	54608	9636
1700	54646	9605
1701	54682	9574
1702	54717	9542
1703	54754	9511
1704	54793	9480
1705	54830	9449
1706	54884	9420
1707	54920	9389
1708	54945	9355
1709	54992	9326
1710	55052	9298
1711	55082	9266
1712	55119	9234
1713	55153	9202
1714	55188	9171
1715	55226	9140
1716	55278	9111
1717	55315	9079
1718	55348	9047
1719	55389	9016
1720	55455	8990
1721	55486	8957
1722	55525	8926
1723	55558	8894
1724	55583	8861
1725	55620	8829
1726	55652	8797
1727	55685	8765
1728	55751	8738
1729	55778	8705
1730	55805	8672
1731	55848	8641
1732	55887	8610
1733	55913	8577
1734	55955	8546
1735	56021	8519
1736	56042	8485
1737	56082	8454
1738	56130	8424
1739	56191	8396
1740	56236	8366
1741	56274	8334
1742	56302	8301
1743	56330	8268
1744	56365	8236
1745	56394	8203
1746	56428	8171
1747	56459	8139
1748	56501	8108
1749	56550	8078
1750	56588	8047
1751	56609	8013
1752	56665	7984
1753	56702	7952
1754	56755	7923
1755	56807	7893
1756	56840	7861
1757	56879	7829
1758	56952	7803
1759	56990	7771
1760	57026	7739
1761	57060	7707
1762	57098	7675
1763	57156	7646
1764	57200	7615
1765	57250	7585
1766	57287	7554
1767	57334	7523
1768	57372	7491
1769	57408	7459
1770	57453	7429
1771	57502	7398
1772	57566	7370
1773	57609	7339
1774	57648	7307
1775	57674	7274
1776	57713	7242
1777	57742	7209
1778	57787	7178
1779	57813	7145
1780	57844	7112
1781	57890	7082
1782	57942	7051
1783	57970	7018
1784	58002	6986
1785	58033	6953
1786	58066	6921
1787	58108	6889
1788	58148	6858
1789	58172	6824
1790	58215	6793
1791	58245	6760
1792	58282	6728
1793	58315	6696
1794	58374	6666
1795	58419	6635
1796	58471	6605
1797	58502	6572
1798	58532	6539
1799	58563	6507
1800	58596	6474
1801	58630	6442
1802	58686	6412
1803	58721	6379
1804	58768	6348
1805	58806	6317
1806	58839	6284
1807	58874	6252
1808	58912	6220
1809	58947	6187
1810	58977	6155
1811	59003	6121
1812	59038	6089
1813	59071	6056
1814	59118	6025
1815	59155	5993
1816	59211	5963
1817	59247	5931
1818	59284	5899
1819	59352	5870
1820	59383	5837
1821	59416	5804
1822	59456	5772
1823	59480	5739
1824	59518	5707
1825	59548	5674
1826	59580	5641
1827	59609	5608
1828	59646	5576
1829	59693	5545
1830	59736	5513
1831	59770	5481
1832	59802	5448
1833	59836	5415
1834	59860	5382
1835	59889	5349
1836	59919	5316
1837	59963	5285
1838	59999	5252
1839	60046	5221
1840	60115	5191
1841	60148	5159
1842	60176	5126
1843	60210	5093
1844	60248	5061
1845	60281	5028
1846	60313	4996
1847	60346	4963
1848	60398	4932
1849	60431	4899
1850	60486	4868
1851	60521	4836
1852	60559	4804
1853	60588	4771
1854	60630	4739
1855	60666	4706
1856	60698	4674
1857	60756	4643
1858	60785	4610
1859	60829	4578
1860	60871	4546
1861	60910	4514
1862	60945	4481
1863	60982	4449
1864	61027	4417
1865	61061	4384
1866	61102	4352
1867	61130	4319
1868	61154	4286
1869	61210	4255
1870	61260	4223
1871	61286	4190
1872	61332	4158
1873	61373	4126
1874	61400	4093
1875	61443	4061
1876	61479	4028
1877	61506	3995
1878	61556	3963
1879	61591	3931
1880	61633	3899
1881	61682	3867
1882	61733	3835
1883	61770	3803
1884	61809	3770
1885	61848	3738
1886	61877	3705
1887	61906	3672
1888	61940	3639
1889	61979	3607
1890	62014	3574
1891	62049	3541
1892	62093	3509
1893	62136	3477
1894	62169	3444
1895	62198	3411
1896	62230	3378
1897	62263	3346
1898	62296	3313
1899	62342	3281
1900	62389	3249
1901	62422	3216
1902	62456	3183
1903	62486	3150
1904	62558	3119
1905	62582	3086
1906	62616	3053
1907	62648	3020
1908	62677	2987
1909	62707	2954
1910	62744	2922
1911	62783	2889
1912	62830	2857
1913	62871	2824
1914	62907	2792
1915	62944	2759
1916	63002	2727
1917	63052	2695
1918	63100	2663
1919	63147	2631
1920	63198	2598
1921	63224	2565
1922	63270	2533
1923	63303	2500
1924	63328	2467
1925	63359	2434
1926	63394	2401
1927	63435	2368
1928	63467	2336
1929	63500	2303
1930	63523	2269
1931	63560	2237
1932	63587	2204
1933	63623	2171
1934	63667	2138
1935	63748	2107
1936	63777	2074
1937	63803	2041
1938	63837	2008
1939	63871	1975
1940	63895	1942
1941	63939	1909
1942	63992	1877
1943	64031	1844
1944	64057	1811
1945	64097	1778
1946	64137	1745
1947	64164	1712
1948	64191	1679
1949	64242	1647
1950	64280	1614
1951	64321	1581
1952	64353	1548
1953	64387	1515
1954	64431	1483
1955	64462	1450
1956	64498	1417
1957	64530	1384
1958	64583	1351
1959	64605	1318
1960	64637	1285
1961	64675	1252
1962	64748	1220
1963	64787	1187
1964	64820	1154
1965	64856	1121
1966	64881	1088
1967	64909	1055
1968	64946	1022
1969	64978	989
1970	65025	956
1971	65056	923
1972	65103	890
1973	65162	858
1974	65199	825
1975	65228	792
1976	65252	759
1977	65304	726
1978	65367	693
1979	65400	660
1980	65437	627
1981	65472	594
1982	65509	561
1983	65537	528
1984	65587	495
1985	65614	462
1986	65650	429
1987	65683	396
1988	65718	363
1989	65753	330
1990	65800	297
1991	65842	264
1992	65872	231
1993	65915	198
1994	65952	165
1995	65977	132
1996	66010	99
1997	66069	66
1998	66097	33
1999	66163	0
